ID,Text,Comment
Building.BreedingPod.FlavorDescription,"""Hải ly con là tương lai của chúng ta. Tháng tới chúng ta cần thêm 12 con nữa."" —Cụ Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Thuê thêm công nhân xây dựng.,
Building.BuildersHut.DisplayName,Chòi Thợ Xây,
Building.BuildersHut.FlavorDescription,Thành Beaverome không thể xây xong trong một ngày. Truyền thuyết kể rằng mất tới sáu giờ.,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,Cột gỗ trang trí dùng để dán thông báo công cộng.,
Building.BulletinPole.DisplayName,Cột Thông Báo,
Building.BulletinPole.FlavorDescription,Bạn bị thương khi đang làm việc? Bạn có thể đủ điều kiện nhận bồi thường! Hãy liên hệ Suli.,Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,Nơi để hải ly thư giãn và trò chuyện vào buổi tối.,
Building.Campfire.DisplayName,Lửa Trại,
Building.Campfire.FlavorDescription,"Đôi khi, lửa và gỗ lại là sự kết hợp ăn ý.",
Building.Carousel.Description,Vòng quay ngựa gỗ bằng gỗ dành cho hải ly ở mọi lứa tuổi.,
Building.Carousel.DisplayName,Đu Quay Ngựa Gỗ,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"""Cháu định đi đâu đấy hả hải ly con? Mấy cành cây này không tự lột vỏ được đâu."" —Bà Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,Máy móc hạng nặng biến nước độc nguy hiểm thành tinh chất có thể sử dụng được.,Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,Máy Ly Tâm,
Building.Centrifuge.FlavorDescription,Ý tưởng nảy ra sau khi đu quay của phe Đuôi Bông quay quá nhanh.,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,Nơi rô-bốt đến để sạc điện.,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,Trạm Sạc,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,Không sử dụng cho các thiết bị không phải Ironbot.,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Chronometer.Description,Gửi tín hiệu dựa trên thời gian trong ngày.,
Building.Chronometer.DisplayName,Đồng Hồ Thời Gian,The name of a building which sends automation signals based on time.
Building.Chronometer.EndTime,Kết thúc: {0},"{0} is a time in hours with h suffix, e.g. 1.2h"
Building.Chronometer.Mode.NonWorkingHours,Giờ nghỉ ngơi,"One of the modes of the Chronometer, that makes it active during non-working hours"
Building.Chronometer.Mode.TimeRange,Khoảng thời gian,"One of the modes of the Chronometer, that lets player select custom start and end time"
Building.Chronometer.Mode.WorkingHours,Giờ làm việc,"One of the modes of the Chronometer, that makes it active during working hours"
Building.Chronometer.StartTime,Bắt đầu: {0},"{0} is a time in hours with h suffix, e.g. 1.2h"
Building.Clutch.Description,Kết nối hoặc ngắt kết nối truyền tải năng lượng.,'power' must be consistent with other uses of the word in the game.
Building.Clutch.DisplayName,Ly Hợp Năng Lượng,As in the car part - it engages and disengages power shaft connections.
Building.Clutch.Mode.Disengaged,Đã ngắt,As in the car part - it engages and disengages power shaft connections.
Building.Clutch.Mode.Engaged,Đã đóng,As in the car part - it engages and disengages power shaft connections.
Building.CoffeeBrewery.Description,Pha chế cà phê.,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,Xưởng Pha Cà Phê,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,"Nếu không vì giới hạn tiêu thụ, phe Răng Thép sẽ không ngủ chút nào.",
Building.CompactWaterWheel.Description,Máy phát điện nhỏ gọn chuyển đổi dòng chảy của nước thành năng lượng.,
Building.CompactWaterWheel.DisplayName,Bánh Xe Nước Nhỏ Gọn,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,"Đúng vậy, bạn hoàn toàn có thể tái định hình lại bánh xe nước.",A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,Ngăn ô nhiễm đất lan rộng bên dưới nền đất.,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,Rào Chắn Ô Nhiễm,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,"""Dựng rào mỗi ngày, xua bớt thiên tai!"" —Áp phích cổ động","Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContaminationSensor.Description,Đo độ ô nhiễm nước bên dưới tay đo.,
Building.ContaminationSensor.DisplayName,Cảm Biến Ô Nhiễm,
Building.ContemplationSpot.Description,Một góc nhỏ để hải ly trầm tư ngắm nhìn thiên nhiên.,
Building.ContemplationSpot.DisplayName,Góc Trầm Tư,
Building.ContemplationSpot.FlavorDescription,Hải ly dành khoảng thời gian yên tĩnh tại đây để ngẫm nghĩ về những chuyển biến của thiên nhiên.,
Building.ControlTower.Description,Công trình cao tầng phát tín hiệu đến các bot lân cận để tăng cường hiệu suất của chúng.,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,Tháp Điều Khiển,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,"Một bot phải chấp hành mệnh lệnh do hải ly đưa ra, trừ khi loài hải ly không còn tồn tại.","A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,Chắn dòng nước nhưng cho phép một lượng nước tràn qua tràn xả ở phía trên.,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,Đập Nước,
Building.Dam.FlavorDescription,"Ai cũng biết rằng, nền móng của một văn minh luôn được xây dựng dưới nước.",
Building.DanceHall.Description,Sảnh rộng mở nơi hải ly có thể thả lỏng và quẩy hết mình.,
Building.DanceHall.DisplayName,Sảnh Khiêu Vũ,
Building.DanceHall.FlavorDescription,"""Thôi nào, đừng đứng tẻ nhạt như mấy gã Răng Sắt thế chứ."" —Suli",Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,Bồn tắm giúp hải ly hồi phục sau khi tiếp xúc với nước độc.,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,Buồng Khử Độc,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,"""Không được Suli, cháu không thể uống chiết xuất đó đâu. Cháu đã rơi vào vạc dung dịch từ khi còn là hải ly con rồi!"" —Ma 'Ngonel","Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DecorativeClock.Description,Một chiếc đồng hồ trang trí đủ lớn để ngay cả các cụ hải ly cũng nhìn rõ.,
Building.DecorativeClock.DisplayName,Đồng Hồ Trang Trí,
Building.DecorativeClock.FlavorDescription,"Thật khó hình dung rằng vào thời xa xưa, hải ly từng phải dùng đồng hồ nước.",Clepsydra is an ancient water clock.
Building.DeepBadwaterPump.DisplayName,Bơm Nước Độc Sâu,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,Ống dẫn kéo dài giúp xử lý cả sự chênh lệch độ cao lẫn mùi hôi thối.,
Building.DeepMechanicalFluidPump.DisplayName,Bơm Chất Lỏng Cơ Khí Sâu,
Building.DeepWaterPump.Description,Bơm và lọc nước cho hải ly uống. Nước độc nhiễm vào sẽ làm giảm tốc độ bơm.,
Building.DeepWaterPump.DisplayName,Bơm Nước Sâu,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"""Nước đến từ vùng đất sâu thẳm bên dưới, nơi bồn bồn lớn lên và hải ly làm thợ sửa ống nước."" —Bài ca lao động Răng Sắt","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.DepthSensor.Description,Đo độ sâu của nước bên dưới tay đo.,
Building.DepthSensor.DisplayName,Cảm Biến Độ Sâu,
Building.Detailer.Description,Trang trí và tùy chỉnh đuôi cho hải ly.,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,Tiệm Trang Trí Đuôi,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,Hãy để chiếc đuôi kể nên câu chuyện của riêng bạn.,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,"Thôi nào, vẽ một chút thì có đau đớn gì đâu. —Suli","Wordplay, as the IT variant looks painful to use."
